,edital_x,Nº do Imóvel no Edital,Destinação,Área,Área Construção Básica,Área Construção Máxima,Valor de Face,valor_caucao_x,cond_pgto,id_terracap,Endereço,classficacao,relevo,situacao,tipo_de_solo,forma,posicao,frente,fundo,lado_direito,lado_esquerdo,url_details,item,endereco,n_imoveis,valor_compra,uso,coord_name,R$ Valor / Pot. Max,Unnamed: 0,edital_y,Bairro,area_y,valor_caucao_y,geometry,outros_editais_1,outros_editais_2,outros_editais_3,outros_editais_4,outros_editais_5,outros_editais_6,outros_editais_7,outros_editais_8,outros_editais_9,end_comp,Número Lances,Valor Lance Vencedor,Valor Lance Segundo Colocado,Valor Lance Terceiro Colocado,Número Meses,Entrada,Destinação Resumida
34,5/2023,69,"UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",802.0,1605.0,2408.0,698000,34900,"
            5% de entrada e restante em até 180 meses.
          ",193297-7,SAMAMBAIA QS 307 CONJ 01  LT 08,LOTE,PLANO,OBSTRUIDO,FIRME,IRREGULAR,ESQUINA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=69,"69 
                  Edital : 5/2023
                ",SAMAMBAIA QS 307 CONJ 01  LT 08,1,698000,"
                    Destinação: 
                    UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_193297,289.86710963455147,-,-,-,-,-,"[[-15.887736874, -48.09660912], [-15.887883311, -48.09656163], [-15.887816438, -48.096340839], [-15.887607059, -48.096369212], [-15.887577511, -48.096424817], [-15.887606028, -48.096651555], [-15.887736874, -48.09660912]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,5/2023,71,"UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",100.0,200.0,300.0,115000,5750,"
            5% de entrada e restante em até 180 meses.
          ",186424-6,SAMAMBAIA QS 501 CONJ 05  LT 02,LOTE,PLANO,VAGO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=71,"71 
                  Edital : 5/2023
                ",SAMAMBAIA QS 501 CONJ 05  LT 02,1,115000,"
                    Destinação: 
                    UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_186424,383.3333333333333,-,-,-,-,-,"[[-15.887700866, -48.08579864], [-15.88768724, -48.085754172], [-15.887514996, -48.085810162], [-15.887528622, -48.08585463], [-15.887700866, -48.08579864]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,5/2023,73,"UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",100.0,200.0,300.0,115000,5750,"
            5% de entrada e restante em até 180 meses.
          ",186426-2,SAMAMBAIA QS 501 CONJ 05  LT 04,LOTE,PLANO,VAGO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=73,"73 
                  Edital : 5/2023
                ",SAMAMBAIA QS 501 CONJ 05  LT 04,1,115000,"
                    Destinação: 
                    UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_186426,383.3333333333333,-,-,-,-,-,"[[-15.887714494, -48.085843108], [-15.887542248, -48.085899098], [-15.887555875, -48.085943567], [-15.887728119, -48.085887576], [-15.887714494, -48.085843108]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,5/2023,75,"UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",100.0,200.0,300.0,115000,5750,"
            5% de entrada e restante em até 180 meses.
          ",186428-9,SAMAMBAIA QS 501 CONJ 05  LT 06,LOTE,PLANO,VAGO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=75,"75 
                  Edital : 5/2023
                ",SAMAMBAIA QS 501 CONJ 05  LT 06,1,115000,"
                    Destinação: 
                    UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_186428,383.3333333333333,-,-,-,-,-,"[[-15.887741745, -48.085932044], [-15.887569501, -48.085988035], [-15.887583126, -48.086032503], [-15.887755371, -48.085976513], [-15.887741745, -48.085932044]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,5/2023,77,"UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",100.0,200.0,300.0,115000,5750,"
            5% de entrada e restante em até 180 meses.
          ",186430-0,SAMAMBAIA QS 501 CONJ 05  LT 08,LOTE,PLANO,VAGO,FIRME,REGULAR,ESQUINA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=77,"77 
                  Edital : 5/2023
                ",SAMAMBAIA QS 501 CONJ 05  LT 08,1,115000,"
                    Destinação: 
                    UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_186430,383.3333333333333,-,-,-,-,-,"[[-15.887596752, -48.086076971], [-15.887610378, -48.086121439], [-15.887782622, -48.086065449], [-15.887768996, -48.086020981], [-15.887596752, -48.086076971]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,5/2023,79,"UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",400.0,800.0,1200.0,362000,18100,"
            5% de entrada e restante em até 180 meses.
          ",455635-6,SAMAMBAIA QS 113 CONJ E  LT 05,LOTE,PLANO,VAGO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=79,"79 
                  Edital : 5/2023
                ",SAMAMBAIA QS 113 CONJ E  LT 05,1,362000,"
                    Destinação: 
                    UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_455635,301.6666666666667,-,-,-,-,-,"[[-15.886599221, -48.106101499], [-15.88667685, -48.106269949], [-15.886839643, -48.106189235], [-15.886762014, -48.106020787], [-15.886599221, -48.106101499]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,5/2023,81,"UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",900.0,1800.0,2700.0,780000,39000,"
            5% de entrada e restante em até 180 meses.
          ",463266-4,SAMAMBAIA QS 413 CONJ A  LT 03,LOTE,PLANO,VAGO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=81,"81 
                  Edital : 5/2023
                ",SAMAMBAIA QS 413 CONJ A  LT 03,1,780000,"
                    Destinação: 
                    UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÃO OBRIGATÓRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÃO UNIFAMILIAR OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÃO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÃO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_463266,288.8888888888889,-,-,-,-,-,"[[-15.881964049, -48.11101493], [-15.881886425, -48.110846485], [-15.881519622, -48.111026954], [-15.881597247, -48.1111954], [-15.881964049, -48.11101493]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,5/2023,83,"UOS CSIINDR - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL, RESIDENCIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, EM LOTES DE MENOR PORTE, SENDO FACULTADO O USO RESIDENCIAL, EXCLUSIVAMENTE NOS PAVIMENTOS SUPERIORES, E CONDICIONADO A EXISTÊNCIA DE USO NÃO RESIDENCIAL. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",105.0,210.0,210.0,90700,4535,"
            5% de entrada e restante em até 180 meses.
          ",525025-0,ADE/SUL   CONJ 14  LT 02,LOTE,PLANO,OBSTRUIDO,FIRME,REGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=83,"83 
                  Edital : 5/2023
                ",ADE/SUL   CONJ 14  LT 02,1,90700,"
                    Destinação: 
                    UOS CSIINDR - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL, RESIDENCIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÃO, OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, EM LOTES DE MENOR PORTE, SENDO FACULTADO O USO RESIDENCIAL, EXCLUSIVAMENTE NOS PAVIMENTOS SUPERIORES, E CONDICIONADO A EXISTÊNCIA DE USO NÃO RESIDENCIAL. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_525025,431.9047619047619,-,-,-,-,-,"[[-15.888029208, -48.08181423], [-15.887968884, -48.081833699], [-15.888009259, -48.081967267], [-15.888069583, -48.081947798], [-15.888029208, -48.08181423]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,5/2023,85,"UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",444.0,1221.0,1332.0,573000,28650,"
            5% de entrada e restante em até 180 meses.
          ",810384-4,SÃO BARTOLOMEU QD 01 CONJ 02  LT 06,LOTE,PLANO,VAGO,FIRME,IRREGULAR,ESQUINA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=85,"85 
                  Edital : 5/2023
                ",SÃO BARTOLOMEU QD 01 CONJ 02  LT 06,1,573000,"
                    Destinação: 
                    UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_810384,430.1801801801802,-,-,-,-,-,"[[-15.897952319, -47.775503882], [-15.897943468, -47.775515666], [-15.897852613, -47.775636654], [-15.898028728, -47.77577787], [-15.898128432, -47.775645096], [-15.897967017, -47.775515667], [-15.897952319, -47.775503882]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,5/2023,87,"UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",399.0,1097.0,1197.0,517000,25850,"
            5% de entrada e restante em até 180 meses.
          ",810415-8,SÃO BARTOLOMEU QD 01 CONJ 04  LT 02,LOTE,PLANO,VAGO,FIRME,IRREGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=87,"87 
                  Edital : 5/2023
                ",SÃO BARTOLOMEU QD 01 CONJ 04  LT 02,1,517000,"
                    Destinação: 
                    UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_810415,431.91311612364245,-,-,-,-,-,"[[-15.895610996, -47.778308787], [-15.895523834, -47.778426157], [-15.895706076, -47.778568439], [-15.895749761, -47.77850881], [-15.895792198, -47.778450883], [-15.895610996, -47.778308787]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,5/2023,89,"UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)",390.0,1074.0,1172.0,506000,25300,"
            5% de entrada e restante em até 180 meses.
          ",810417-4,SÃO BARTOLOMEU QD 01 CONJ 04  LT 04,LOTE,PLANO,VAGO,FIRME,IRREGULAR,MEIO DA QUADRA,,,,,https://comprasonline.terracap.df.gov.br/item/external/show?edict_number=5&edict_year=2023&item=89,"89 
                  Edital : 5/2023
                ",SÃO BARTOLOMEU QD 01 CONJ 04  LT 04,1,506000,"
                    Destinação: 
                    UOS CSIIR 2 - COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÓRIOS OS USOS COMERCIAL, PRESTAÇÃO DE SERVIÇOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÃO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÃO OCORRA VOLTADO PARA O LOGRADOURO PÚBLICO NO NÍVEL DE CIRCULAÇÃO DO PEDESTRE. (VIDE ANEXO I  TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS)
                  ",polygon_810417,431.740614334471,-,-,-,-,-,"[[-15.895788045, -47.778070381], [-15.895702321, -47.778185813], [-15.895881168, -47.778329443], [-15.895923122, -47.778272176], [-15.895966604, -47.778212824], [-15.895788045, -47.778070381]]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
